Symbol,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio
RELIANCE,2021-03-30 14:00:00,2022-10-07 15:15:00,85 days 00:00:00,100.0,148.25973893857912,48.25973893857913,18.866586802922324,100.0,0.0,9.891812642384485,21 days 23:00:00,49,48,1,4.059814849471621,50.0,9.734328865841269,-4.6414006027385195,3.1453011260215056,-1.526015725904124,1 days 12:52:30,0 days 13:06:52.500000,1.9467563409100528,0.9208317518564065,3.987150250603486,44.73322393793491,1.0966961851875556,5.6135253639553975
HDFCBANK,2021-03-26 10:15:00,2022-10-07 15:15:00,92 days 17:00:00,100.0,79.85909225147252,-20.140907748527482,-3.8306451612908243,100.0,0.0,23.783878429689594,59 days 03:30:00,239,239,0,0.0,48.53556485355649,2.2668724111580736,-5.060212560789451,0.46448469129038866,-0.6140714654596785,0 days 02:48:52.758620689,0 days 03:38:10.243902439,0.7127646862399682,-0.0842715805377719,-3.226825488071127,-2.4700831215377757,0.9120440510513232,-4.428171108923897
ICICIBANK,2021-03-30 14:00:00,2022-10-07 15:15:00,85 days 00:00:00,100.0,124.69604913314541,24.696049133145408,49.601964769647,100.0,0.0,13.413860294501093,28 days 15:00:00,52,51,1,1.6891426346529528,43.13725490196079,14.01424113605681,-4.775982647254362,3.479384373082215,-1.8208013527337645,1 days 09:19:46.363636363,0 days 10:42:24.827586206,1.414561204614464,0.4511158136959308,2.415374317824039,11.77811006306438,1.0600263415456612,3.671762518912687
