date,day_high,day_low,day_open,day_close,day_start,prev_high,prev_low,prev_close,opening_position
2015-07-30,8458.75,8408.7,8413.2,8429.05,2015-07-30 09:15:00,8381.25,8338.55,8380.35,ABOVE
2015-07-31,8548.85,8449.25,8456.1,8530.95,2015-07-31 09:15:00,8458.75,8408.7,8429.05,INSIDE
2015-08-03,8563.7,8510.65,8510.65,8538.7,2015-08-03 09:15:00,8548.85,8449.25,8530.95,INSIDE
2015-08-04,8564.35,8448.65,8564.1,8524.25,2015-08-04 09:15:00,8563.7,8510.65,8538.7,ABOVE
2015-08-05,8591.75,8547.4,8547.4,8567.05,2015-08-05 09:15:00,8564.35,8448.65,8524.25,INSIDE
2015-08-06,8606.05,8551.55,8585.8,8587.0,2015-08-06 09:15:00,8591.75,8547.4,8567.05,INSIDE
2015-08-07,8595.65,8553.25,8580.8,8570.45,2015-08-07 09:15:00,8606.05,8551.55,8587.0,INSIDE
2015-08-10,8621.4,8498.0,8577.0,8502.9,2015-08-10 09:15:00,8595.65,8553.25,8570.45,INSIDE
2015-08-11,8555.75,8441.35,8549.85,8467.4,2015-08-11 09:15:00,8621.4,8498.0,8502.9,INSIDE
2015-08-12,8446.7,8338.0,8446.7,8353.95,2015-08-12 09:15:00,8555.75,8441.35,8467.4,INSIDE
2015-08-13,8429.15,8341.25,8385.3,8383.15,2015-08-13 09:15:00,8446.7,8338.0,8353.95,INSIDE
2015-08-14,8529.95,8381.4,8402.35,8518.9,2015-08-14 09:15:00,8429.15,8341.25,8383.15,INSIDE
2015-08-17,8530.5,8428.55,8530.5,8471.85,2015-08-17 09:15:00,8529.95,8381.4,8518.9,ABOVE
2015-08-18,8525.6,8433.6,8503.75,8466.25,2015-08-18 09:15:00,8530.5,8428.55,8471.85,INSIDE
2015-08-19,8520.3,8426.55,8468.05,8493.9,2015-08-19 09:15:00,8525.6,8433.6,8466.25,INSIDE
2015-08-20,8501.0,8359.75,8477.15,8387.2,2015-08-20 09:15:00,8520.3,8426.55,8493.9,INSIDE
2015-08-21,8321.75,8225.25,8298.7,8284.65,2015-08-21 09:15:00,8501.0,8359.75,8387.2,BELOW
2015-08-24,8058.95,7769.7,8055.95,7798.95,2015-08-24 09:15:00,8321.75,8225.25,8284.65,BELOW
2015-08-25,7924.25,7668.0,7896.55,7906.35,2015-08-25 09:15:00,8058.95,7769.7,7798.95,INSIDE
